Address,Latitude,Longitude,APC,LP,PDP,NNPP
"C/SCHOOL UMU ERUM, AYAMELUM, ANAMBRA",6.291386,7.0229629,0,107,5,0
"UMUODU VILLAGE HALL I, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,100,8,0
"UMUODU VILLAGE HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,75,3,1
"UMUODU VILLAGE HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,1,131,4,0
"AYIGO HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,74,3,0
"UKPAMBAKA HALL I, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,0,0,0
"AKPAMBAKA HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,62,4,0
"AKPAMBAKA HALL II, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,97,2,0
"UKPAMBAKA HALL V, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,60,2,0
"AMA UMUERIKE, AYAMELUM, ANAMBRA",6.4878428,6.9638624,0,108,1,0
"UMUOKPOTO SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"OBUGA PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,161,0,0
"UMUALA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,65,0,0
"MGBOKO PULBIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,91,2,0
"OKENE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"UMUEZE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3257805,6.8190224,1,67,1,0
"UMUEZE PUBLIC SQUARE, ANAMBRA EAST, ANAMBRA",6.3257805,6.8190224,1,37,0,0
"UMUNOKE PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,201,1,0
"UMUANWUNU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,190,1,0
"ABOR VILLAGE HALL I , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,138,1,2
"AMA-ENUGU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,185,1,0
"AMA-ENUGU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,526,0,0
"AMA-OKPOGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,334,2,0
"AMA-OKPOGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,16,543,107,0
"AMA-IGBOEZUNU, ANAMBRA EAST, ANAMBRA",6.3219173,6.8877983,21,489,1,0
"IFITE ENU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,0,0
"MKPUNANDO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,69,2,0
"PONTOON, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,55,0,0
"NGENE EJO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,43,0,1
"OKPAIYIRI I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,7,48,2,0
"OKPAIYIRI II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,54,0,1
"IWUNOR SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,8,81,1,0
"IWUNOR SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,19,78,0,0
"UMUAGAMA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,19,72,0,1
"MKPUNANDO PRY SCH , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,34,0,0
"AKPATA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,74,1,0
"AKPATA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,7,0,0
"UMUANEVILI I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,58,1,2
"UMUANEVILI II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,49,0,1
"UMURIABOR I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,87,1,1
"UMURIABOR II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,62,1,0
"AKPAIYIAGBA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,31,0,2
"OGBUOKA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,48,0,0
"OGBUOKA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,13,1,0
"NEW SITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,64,1,0
"NEW SITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,38,0,0
"OGBOLIOGBO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,49,2,0
"IYIAKMA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,7,99,0,0
"NWANNEKA PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,41,0,0
"NWANNEKA PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,43,0,1
"ITILIBE SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,44,2,0
"AGUOJI PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,68,4,0
"ONEDE PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,89,0,1
"AMA UBARU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,62,1,0
"AMA UBARU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,14,115,1,0
"AMAEZIAFOR II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,99,2,0
"AMAIVITE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,91,0,0
"AMA-IVITE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,69,1,0
"HEALTH CENTRE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,149,2,0
"AMANASA PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,88,2,0
"AMANASA PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,95,2,1
"COMMUNITY SEC. SCH. , ANAMBRA EAST, ANAMBRA",6.3378809,6.8424767,2,65,1,0
"COMMUNITY SEC. SCH. , ANAMBRA EAST, ANAMBRA",6.3378809,6.8424767,0,122,0,1
"AMANSOKWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,95,1,1
"IKENGA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,142,13,0
"NDAFEMMILI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,98,0,0
"NDAFEMMILI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,82,0,0
"EZEORA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,0,1
"EZEORA PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,4,1
"ABUBE UNO PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,80,3,0
"ABUBE UNO PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,63,0,0
"AMAENUIYI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,145,3,1
"AMAENUIYI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,20,1,1
"ENUGU-AGU PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,101,5,0
"AMUKO PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,176,1,1
"AMUKO PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,110,1,0
"AMAOWELEOKA PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,51,0,1
"AMAOWELEOKA PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,63,0,0
"AMAIBETO SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,130,6,0
"AMAIBETO SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,60,0,3
"AMABEGWU SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,57,0,0
"AMABEGWU SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,43,0,0
"IFITE MARKET SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,175,1,2
"IFITE MARKET SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,114,1,1
"IFITE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,50,2,0
"IFITE PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,54,0,0
"UBARUNAISIOYE PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,129,3,0
"CENTRAL SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,36,3,1
"CENTRAL SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,54,3,0
"AMA OCHIANA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,87,0,0
"AMA OCHIANA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,91,1,0
"AMA OCHIANA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,92,1,0
"AMA AGWENA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,45,1,0
"UMUASIOGU I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,45,1,0
"UMUASIOGU II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,55,1,0
"NKWO MARKET SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,63,0,0
"EZINANDO PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,96,0,0
"ACHALA OGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3413555,6.9338709,1,50,0,0
"AMA AJANA SQUARE, ANAMBRA EAST, ANAMBRA",6.3250612,6.9341515,0,83,2,0
"AMAISIOYE SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,129,1,0
"OBU AJANA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,35,3,0
"AMA-OGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,71,0,0
"COMMUNITY PRY. SCH. , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,196,0,4
"OGWARI SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,155,0,0
"ILO ABBA C.P.S, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,149,0,0
"ISINYI (AGBALAGBO), ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"SOCIAL CLUB, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,117,1,0
"ILO ABA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,199,0,0
"OFFIA NTA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,201,0,1
"DEVELOPMENT PRIMARY SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,261,0,0
"COLLEGE OF EDUCATION I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,306,0,0
"ILO NNADI PRY. SCH., ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,48,2,0
"OTAKWU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,179,1,0
"COLLEGE OF EDUCATION III, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,109,0,0
"UGWUNDIUKA I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,175,2,1
"UGWUNDIUKA II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,127,2,0
"UMUNDEZE VILLAGE HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,66,2,0
"ERI PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,277,24,2
"ERI PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,189,0,4
"ST. JUDE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,163,5,0
"ST. JUDE PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,114,3,0
"PREMIER PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3399275,6.8445931,0,0,0,0
"PREMIER PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,109,6,1
"NGENE OKPO SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,106,2,0
"OKPAEKWE SQAURE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,74,6,0
"OKPAEKWE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,91,1,0
"ODENE ENUGU SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,125,4,0
"ACHUKENYI SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,71,4,0
"OVUAKWU PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,0,0
"OVUAKWU PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,34,5,0
"MADONNA SEC. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3334051,6.8501633,1,74,1,0
"UMULERI PUB. SQUARE I, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,0,83,0,0
"UMULERI PUB. SQUARE II, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,2,137,4,1
"OCHE PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,33,1,0
"AMULERI TOWN HALL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,91,0,1
"OUR LADY'S PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,119,0,0
"CHRIST DISCIPLES CHURCH, ANAMBRA EAST, ANAMBRA",6.2935227,6.8847156,5,99,0,2
"SHELL ROAD SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,71,1,0
"SHELL ROAD SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,43,0,0
"AGWU AKOR PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,1,0
"OBINETITI PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,1,0
"AMA-UGWUME SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,74,19,3
"UMULERI GIRLS, ANAMBRA EAST, ANAMBRA",6.295018,6.8987789,2,88,2,0
"UMUINU VILLAGE HALL. , ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,108,4,1
"AMA MGBAGO SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,0,0
"AMA IRUAKPU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,42,0,1
"AMUKWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,68,2,0
"UMURIAM PUB. SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,20,9,1
"OYE MGBAGO, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,93,10,1
"IRUAGU UMUDIANI, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,81,0,0
"AKWETE PUBLIC SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,122,1,0
"AKWETE PUBLIC SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,107,0,1
"COMMUNITY DEV. PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,193,0,4
"UMUNNAGWA SQUARE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,111,11,1
"MMANOMA VILLAGE HALL NENYI., ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,82,2,0
"ENU OBODO CENTRAL SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,127,2,3
"AMA IRUAGU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,139,1,0
"AMA IRUBE URUDIBIA, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,4,34,3,0
"ST. KEVINS OGBU, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,86,1,0
"IGWEBUIKE PRY. SCHOOL, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,83,8,0
"AMA MGBEDE, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,39,1,0
"UNITY PRY. SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,134,3,0
"UNITY PRY. SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,109,4,0
"ST. AUGUSTINE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,131,3,2
"ST. AUGUSTINE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,103,2,0
"UNITY SOUTH WING I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"UNITY SOUTH WING II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,0,0,0
"UNITY SOUTH WING II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,74,0,0
"IRUANI SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,32,16,1
"AKOR SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,70,1,0
"AKOR SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,81,2,0
"ANIZOR AMEKE SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,72,5,0
"ANIZOR AMEKE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,38,0,2
"AKPAGBA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,89,4,0
"AKPAGBA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,63,2,0
"MORBA OMENWA SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,2,58,8,0
"MORBA OMENWA SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,5,34,1,0
"ANEKWE OKOYE SQUARE I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,3,38,3,0
"ANEKWE OKOYE SQUARE II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,24,1,0
"CENTRAL SCHOOL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,44,2,0
"CENTRAL SCHOOL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,1,30,0,0
"MMEH HALL I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,12,39,0,0
"MMEH HALL II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,35,0,0
"OKPAGBA WEST I, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,0,79,0,0
"OKPAGBA WEST II, ANAMBRA EAST, ANAMBRA",6.3092973,6.8672668,6,44,2,0
"UMUALOR-UMUDORA SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,165,1,1
"UMUNTA SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,4,0,0
"COMMUNITY PRY. SCHOOL, ABITOR, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,0,0,0
"UMUNWENTA SQUARE I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,0,0,0
"UMUNWENTA SQUARE II, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,98,0,0
"UMUAGWU SQUARE I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,70,1,0
"UMUAGWU SQUARE I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,82,0,2
"OBINETITI SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,60,0,0
"ANIATA TOWH HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,59,0,0
"UMUOGWU SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,72,1,0
"UMUAWO-UMUABIDI, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,4,81,1,0
"UMUALAJIEGO, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,41,0,0
"UMUEGWU SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,42,0,0
"UMUTI-EJESIEM, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,41,0,0
"ANI ACHALLA SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,74,0,0
"ONONO CENTRAL SCHOOL II, ANAMBRA WEST, ANAMBRA",6.2012798,6.7636191,0,97,0,3
"UMUOGBUEVIAGU I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,2,70,0,0
"UMUOGBUEVIAGU II, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,91,0,0
"UMUCHIRA-UMUABANIKE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,2,43,0,0
"UMUWAOMA IRUKWESILI, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,92,0,0
"UMUOTIKPO-UMUEZEOZO SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,0,0,0
"UMUEBONWOKE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,116,1,0
"UMUKPULIA-UMUEZENWOBODO, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,16,106,0,1
"UMUOBULICHI-UMUNJONWA, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,132,1,0
"UMUEKWO-UMUIVE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,78,1,1
"UMUKWA SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,106,0,0
"UMUAWA, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,142,1,0
"UMUCHEGBUO-UMUAGA, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,86,0,0
"UMUALOGU SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,114,2,0
"UMUOTIVI, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,6,103,1,0
"UMUODIMEGWU I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,90,1,0
"UMUODIMEGWU II, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,2,70,0,0
"ISIOCHA PUBLIC SQUARE I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,16,106,0,1
"ISIOCHA PUBLIC SQUARE II, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,76,0,1
"ABOR HEALTH CENTRE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,57,0,0
"UMUDEZE TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,5,122,0,0
"ECHA VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,158,2,0
"EDEAMA VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,2,111,1,0
"EDEAFOR VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,5,67,1,0
"URUBI VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,5,92,6,0
"OKPELIBA VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,129,3,1
"EDIKWALA, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,55,0,0
"ETAKOLO, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,4,141,2,0
"UTABA, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,128,2,0
"COMMUNITY PRY. SCHOOL, NZAM, ANAMBRA WEST, ANAMBRA",6.4526334,6.7266541,6,66,0,1
"ISLAND PRY. SCHOOL, OGOENE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,35,0,1
"OBODO VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,105,3,0
"AGBAJA VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,25,2,0
"ODOITAMOKA VILLAGE SQUARE, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,29,1,0
"AGBAGBA CAMP, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,29,1,0
"COMMUNITY PRY. SCHOOL, ODEH, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,64,1,0
"ODOMAGU TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,125,0,0
"ANIOCHA TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,0,91,0,1
"COMMUNITY PRY. SCHOOL, IGBOKENYI I, ANAMBRA WEST, ANAMBRA",6.462236,6.6935424,0,66,0,0
"COMMUNITY PRY. SCHOOL, IGBEDOR I, ANAMBRA WEST, ANAMBRA",6.4678352,6.7012495,1,20,1,0
"COMMUNITY PRY. SCHOOL, IGBEDOR II, ANAMBRA WEST, ANAMBRA",6.4678352,6.7012495,1,123,5,0
"COMMUNITY PRY. SCHOOL, ODEKPE I, ANAMBRA WEST, ANAMBRA",6.5199251,6.6843626,1,100,0,0
"UWADIALE SQUARE, IGBEDOR, ANAMBRA WEST, ANAMBRA",6.4678352,6.7012495,0,109,21,0
"ODEH TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,2,49,4,0
"IGBOKENYI PUBLIC SQUARE, ANAMBRA WEST, ANAMBRA",6.462236,6.6935424,0,47,0,0
"ADAKAGU, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,6,128,3,0
"COMMUNITY PR. SCHOOL, ODEKPE II, ANAMBRA WEST, ANAMBRA",6.5199251,6.6843626,0,73,0,0
"COMMUNITY PRY. SCHOOL, IGBOKENYI II, ANAMBRA WEST, ANAMBRA",6.462236,6.6935424,0,72,0,0
"COMMUNITY SECONDARY SCHOOL, IGBEDOR, ANAMBRA WEST, ANAMBRA",6.4678352,6.7012495,4,59,0,0
"ANIOCHA NEW HALL, ODEH, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,3,62,1,0
"ONUGWU TOWN HALL, ODEKPE, ANAMBRA WEST, ANAMBRA",6.5199251,6.6843626,0,78,2,0
"OWELLE TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,4,58,2,2
"INNOMA TOWN HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,5,97,0,0
"UKWALLA TOWH HALL, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,9,44,2,1
"ALLAH PUBLIC SQUARE I, ANAMBRA WEST, ANAMBRA",6.4901675,6.7922355,1,29,0,0
